149,1,337,316,425,425,50,0.535,1
150,1,442,432,225,425,50,0.615,1
151,1,232,421,525,225,50,0.768,1
152,1,518,234,425,425,50,0.731,1
153,1,426,423,325,425,50,0.668,1
154,1,325,426,425,425,50,0.418,1
155,1,440,424,525,325,50,0.615,1
156,1,531,334,225,225,50,0.77,1
157,1,238,230,425,325,50,0.647,1
158,1,440,330,525,325,50,0.45,1
159,1,532,341,225,425,50,0.751,1
160,1,226,424,225,425,50,0.231,1
